investor_type,green_focus,confidence_type,confidence_green,reasoning,investor_id,investor_name
OTHER,TRADITIONAL,medium,low,"The name 'Qiansheng Capital' does not provide clear indications of its type. It could be an independent venture capital firm (IVC), but it's also possible that it's a CVC, Angel Network, or other type of venture investor. Without additional context about its affiliations or mission, a definitive cla",5522,Qiansheng Capital
GVC,GREEN_VC,high,high,"Carbon Zero is a venture capital firm in Singapore, which suggests it might be an independent private firm (IVC). However, the fact that it supports industries like renewable energy and agriculture indicates a green focus. Given that it's located in Singapore, it's likely to be associated with the g",5534,Carbon Zero Venture Capital
OTHER,GREEN_VC,medium,high,"The investor 'Bricks Fund Tokyo' is not explicitly categorized as a GVC, CVC, IVC, Impact_VC, Bank_VC, Angel_Network, or University_VC. However, its focus on 'growth industries' and 'co-creation' suggests it may be an independent venture capital fund (IVC). The green focus is high due to the mention",5543,Bricks Fund Tokyo
IVC,GREEN_VC,high,high,"The investor 'Primavera Venture Partners' is an independent private firm not owned by government, a corporation, university, or bank. They have a stated mission to create sustainable businesses that benefit humanity, indicating a focus on green and ESG aligned ventures.",5565,Primavera Venture Partners
OTHER,TRADITIONAL,low,low,"The name and description provided do not indicate any specific type of venture capital investor. Reverb Capital could potentially be an independent private firm (IVC), but without further information it is difficult to classify with high confidence.",5579,Reverb Capital
OTHER,GREEN_VC,medium,high,"The name SDG Impact Japan suggests a mission-driven fund focused on the Sustainable Development Goals (SDGs), making it an Impact_VC. However, without explicit information about its ownership or funding source, it doesn't fit neatly into any of the other categories. Therefore, it is classified as OT",5582,SDG Impact Japan
OTHER,GREEN_VC,medium,high,"The name 'BMG Uptech' does not provide a clear indication of its ownership or affiliation. However, given the focus on technology and the domain being associated with Breve, it is likely an independent venture capital firm (IVC). The green focus is inferred from the fact that the domain is associate",5631,BMG Uptech
GVC,GREEN_VC,high,high,"Valkea Growth Club is affiliated with ValkeaFortum Oyj, a Finnish company which suggests it might be a CVC. However, since it's a part of Fortum, a multinational energy company, it's more likely to be a GVC due to its focus on the energy sector.",5660,Valkea Growth Club
OTHER,TRADITIONAL,medium,low,"The investor's name and description do not clearly indicate a specific type of venture capital investor. BlissVine Ventures is described as a global accelerator for early stage tech ventures, which could fit under various categories such as IVC, Angel_Network, or OTHER. Without more context or infor",5665,BlissVine Ventures
OTHER,TRADITIONAL,low,low,"No description provided to determine the investor type. Blue Marlin Partners could potentially be an independent venture capital firm (IVC), but without further information, it's difficult to classify.",5668,Blue Marlin Partners
OTHER,TRADITIONAL,medium,high,"The Plus Eight Accelerator is not a government entity, corporation, university, bank, or angel network, so it falls under the 'OTHER' category. However, given its focus on helping entrepreneurs and startups, it might have ESG-aligned investments. The 'TRADITIONAL' label for green focus is high as th",5673,Plus Eight Accelerator
OTHER,GREEN_VC,medium,high,"The name 'Plantbase VC' does not provide a clear indication of the investor type. However, considering it has a green focus on plant-based solutions, it is likely to be a Green Venture Capital (GVC) or Impact Venture Capital (Impact_VC). Since no further information is available, the classification ",5675,Plantbase VC
GVC,TRADITIONAL,medium,medium,"BASF is a multinational chemical corporation, but it doesn't have a specific venture arm that I could find. However, since BASF is a large company and might have some form of investment activities, there's a possibility it could be classified as CVC or IVC. But due to lack of specific information, t",5706,BASF
OTHER,TRADITIONAL,low,medium,"The investor's name does not provide clear indication of its type. Without a description or further context, it cannot be definitively classified as GVC, CVC, IVC, Impact_VC, Bank_VC, Angel_Network, University_VC, or OTHER. As for the green focus, since there is no information available, it cannot b",5732,CJ Investment
GVC,GREEN_VC,high,high,"KAIST Venture Investment Holdings is affiliated with a specific university, KAIST (Korea Advanced Institute of Science and Technology), making it a University_VC. However, since universities are considered GVC in this context, the investor type remains as GVC.",5738,KAIST Venture Investment Holdings
GVC,GREEN_VC,high,high,"Purdue Ventures is affiliated with Purdue University, making it a University_VC. However, since it's part of the university, it falls under the category of GVC.",5744,Purdue Ventures
OTHER,GREEN_VC,medium,high,"Puzzle Ventures doesn't fit the criteria for any specific investor type mentioned. However, considering its lack of description and the focus on ventures, it might be an independent venture capital firm (IVC) with a green focus.",5767,Puzzle Ventures
OTHER,TRADITIONAL,low,low,"The description does not provide enough information to definitively classify Level2 Ventures as a specific investor type. It could potentially be an independent venture capital firm (IVC) or an angel network, but without further context it's difficult to say for certain.",5769,Level2 Ventures
OTHER,TRADITIONAL,low,low,"The description provided does not provide enough information to definitively classify this investor as a specific type. However, based on the name 'Imperial Create Lab', it is possible that it could be affiliated with a university (University_VC), but without further context, it's difficult to confi",5774,Imperial Create Lab
OTHER,TRADITIONAL,medium,medium,"Conexo Ventures is not clearly tied to one owner type as per the given rules. It could potentially be an independent venture capital firm (IVC) or a CVC if it's the venture arm of a non-government company, but without further information it cannot be definitively classified.",5811,Conexo Ventures
GVC,TRADITIONAL,low,low,"The name Bajaj Auto does not provide clear indications of it being a government, corporate, university, bank, angel network, or other type of venture capital investor. As such, the confidence level is low. Since there is no information available about its focus on green or ESG-aligned investments, t",5827,Bajaj Auto
OTHER,TRADITIONAL,high,medium,"London Business Angels is an angel syndicate/group of individual investors, making it an Angel_Network. While there's no specific information about their focus on green or sustainable investments, the general nature of angel networks suggests a traditional investment focus.",5855,London Business Angels
OTHER,GREEN_VC,medium,high,"OCTAVE Capital does not fit the criteria for any of the specified investor types. However, given its absence of a clear affiliation with a government body, corporation, university, bank, or angel network, it is likely an independent venture capital firm (IVC). Its focus on green projects suggests a ",5874,OCTAVE Capital
OTHER,TRADITIONAL,low,low,"The provided data does not contain sufficient information to definitively classify the investor type or its green focus. 'JAM Fund' could potentially be an independent venture capital firm (IVC), a university-affiliated venture fund (University_VC), or even an angel network (Angel_Network). As for i",5950,JAM Fund
OTHER,TRADITIONAL,low,low,"The name and description do not provide clear indications of the investor type or its focus. It could be an independent venture capital firm (IVC), an angel network, or another type of investor. Similarly, without additional context, it's difficult to determine if the investor has a green focus.",5953,JB Ventures
GVC,TRADITIONAL,medium,medium,"QBE Insurance Group is a global insurance company, which suggests it might be a private corporation. However, without specific information about its venture capital arm, we cannot definitively classify it as CVC. Since QBE Insurance Group is not a government body, GVC is not the primary classificati",6007,QBE Insurance Group
OTHER,TRADITIONAL,low,low,"The name Goldbell Investments does not provide a clear indication of its type. Without further information, it cannot be definitively classified as GVC, CVC, IVC, Impact_VC, Bank_VC, Angel_Network, University_VC, or OTHER.",6043,Goldbell Investments
OTHER,TRADITIONAL,low,low,"No description provided, so it's not possible to definitively classify the investor type or its focus. Godfrey Capital may be an independent private firm (IVC), but without further information, it cannot be confirmed.",6048,Godfrey Capital
GVC,GREEN_VC,high,high,"Obayashi is a construction company based in Japan, and it's not clear from the provided information that they have a venture capital arm. However, since Obayashi is a non-government entity, it cannot be classified as GVC. Therefore, it must be an IVC or another type. Given that Obayashi is a constru",6069,Obayashi
OTHER,GREEN_VC,medium,high,"The name 'Musea Ventures' does not fit any of the specified investor types. However, given its absence of a clear affiliation with a government, corporation, university, bank, or angel network, it is likely an independent venture capital firm (IVC). The green focus is inferred from the lack of other",6079,Musea Ventures
OTHER,ESG_ALIGNED,medium,high,"Muru-D is Telstra's hub for incubating ideas and technologies, which suggests it might be an independent venture (IVC), but its affiliation with a private corporation (Telstra) indicates it could also be a CVC. However, the focus on social technological impact and driving solutions for social good l",6094,Muru-D
GVC,GREEN_VC,high,high,"The Rising Tide Fund is honoring the life and legacy of Dr. Ossama Hassanein, which suggests it might be a foundation or private impact fund (Impact_VC). However, since it's associated with honoring a person, it's more likely to be a government-funded program (GVC) rather than a private entity.",6096,Rising Tide Fund
GVC,GREEN_VC,high,high,"The Good Energies Foundation is a venture capital investor that is not associated with a specific corporation, university, bank, or angel network. It is also a foundation, making it an Impact_VC. However, since it is publicly funded (a foundation), it falls under the category of GVC.",6123,Good Energies Foundation
OTHER,TRADITIONAL,low,low,"The name 'Road2 Innovation' does not provide enough information to definitively classify the investor as a specific type. It could be an independent venture capital firm (IVC), a university-affiliated venture capital firm (University_VC), or even an angel network (Angel_Network). Without more contex",6131,Road2 Innovation
OTHER,TRADITIONAL,medium,medium,"Johnson Controls International is a multinational corporation, not a government body, university, bank, or angel network. However, without specific information about its venture capital activities, it's difficult to definitively classify it as IVC, CVC, or OTHER. As for the green focus, Johnson Cont",6274,Johnson Controls International
OTHER,GREEN_VC,medium,high,"Johnson & Johnson Innovation - JLABS is a venture that focuses on healthcare innovation, which could be considered as a broad sector. However, given its association with Johnson & Johnson, a well-known multinational corporation, it leans more towards CVC or IVC. Its focus on healthcare, a sector tha",6275,Johnson & Johnson Innovation - JLABS
OTHER,TRADITIONAL,low,low,"The name 'Ningbo Angel Capital Guiding Fund' does not clearly indicate a specific investor type according to the provided rules. Without further information, it cannot be definitively classified as GVC, CVC, IVC, Impact_VC, Bank_VC, Angel_Network, University_VC or OTHER.",6325,Ningbo Angel Capital Guiding Fund
OTHER,TRADITIONAL,low,low,"The investor's name does not provide clear indications of its type. Further research is needed to determine if it is a government venture capital (GVC), corporate venture capital (CVC), independent venture capital (IVC), impact venture capital, bank venture capital, angel network, university venture",6343,Southern Industrial Asset Management
GVC,GREEN_VC,high,high,"The investor 'KICHIRI & Company' does not fit any of the other categories provided. Given that it is a company, it cannot be a government entity, university, bank, or angel network. Therefore, it is classified as an Independent Venture Capital (IVC) firm.",6394,KICHIRI & Company
IVC,ESG_ALIGNED,medium,high,"F2F Sandbox is an independent private firm not owned by government, a corporation, university, or bank. However, the description mentions 'V54 Open Impact', which could be a CVC if V54 is a non-government company. But since there's no clear indication of it being a CVC, I've classified it as IVC. Th",6400,Founder 2 Funder
GVC,TRADITIONAL,medium,medium,"The investor name suggests it is a Portuguese investment company, but without specific information about its ownership or funding source, it cannot be definitively classified as GVC, CVC, IVC, Impact_VC, Bank_VC, Angel_Network, University_VC, or OTHER. However, given the lack of information and the ",6410,José de Mello Participações II SGPS
OTHER,TRADITIONAL,high,medium,"The investor 'Founders Room Capital' is an angel investment group, making it an Angel_Network. While the focus on early-stage startups doesn't necessarily indicate a green focus, without specific information about their portfolio or investments, we classify this as TRADITIONAL.",6420,Founders Room Capital
GVC,TRADITIONAL,low,low,"No description provided, KBR is not clearly a government venture capital investor, corporation, university, bank, angel network, or other specific type. Therefore, it falls under the 'OTHER' category with low confidence.",6425,KBR
OTHER,TRADITIONAL,low,low,"No description provided, so the investor type cannot be definitively determined. NPK Capital may be a private venture capital firm (IVC) or an other type of organization.",6430,NPK Capital
GVC,GREEN_VC,high,high,"The investor 'Nanjing Hi-tech Venture Capital' is classified as a Government Venture Capital (GVC) due to it being affiliated with a city, in this case Nanjing. GVC always takes priority over Impact_VC or IVC.",6464,Nanjing Hi-tech Venture Capital
GVC,GREEN_VC,high,high,"Novelis Ventures is a venture arm of Novelis, which is a global aluminum company. As such, it falls under the category of CVC. However, since Novelis is owned by Hindalco Industries Limited, an Indian conglomerate, and not a government body, it is not classified as GVC. But considering that Novelis'",6495,Novelis Ventures
OTHER,TRADITIONAL,low,low,"The investor's name does not provide clear indications of its type. It is an independent private firm, but without further information it cannot be definitively classified as IVC, CVC, Impact_VC, or any other type.",6516,Richmond Capital Partners
OTHER,TRADITIONAL,low,low,"Gelita is a global supplier of gelatin and collagen peptides, not associated with any government body, corporation, university, bank, or angel network. However, without specific information about their investment strategy or focus on green initiatives, it's difficult to classify them as GREEN_VC or ",6526,Gelita
OTHER,TRADITIONAL,low,low,"The provided data does not contain enough information to definitively classify Kenneth Griffin as a specific type of investor. He is likely an individual investor or businessperson, but without further context, it's impossible to determine if he falls under GVC, CVC, IVC, Impact_VC, Bank_VC, Angel_N",6535,Kenneth Griffin
GVC,TRADITIONAL,high,low,"The investor 'Gates Ventures' is associated with Bill Gates, a private individual, not a government body or publicly-funded program. However, without specific information about the focus of the investments made by this venture, it cannot be definitively classified as ESG_ALIGNED or TRADITIONAL.",6538,Gates Ventures
OTHER,GREEN_VC,medium,high,"The 'RMIT Activator' is not clearly tied to one of the defined owner types (GVC, CVC, IVC, Impact_VC, Bank_VC, Angel_Network, University_VC). However, given its association with RMIT University, it could potentially be classified as a University_VC. However, since there's no explicit mention of it b",6562,RMIT Activator
GVC,GREEN_VC,high,high,"The investor 'Sobotka Seed Stage Ventures Grants' is affiliated with Yale Center for Business and the Environment, which is a specific university. As such, it falls under the category of University_VC. However, since the tool provided is focused on finding programs that match interests related to en",6597,Sobotka Seed Stage Ventures Grants
OTHER,TRADITIONAL,low,low,"The name Kalys Ventures does not provide clear indication of the investor type. Further research is needed to determine if it's a government venture capital (GVC), corporate venture capital (CVC), independent venture capital (IVC), impact venture capital, bank venture capital, angel network, univers",6598,Kalys Ventures
OTHER,TRADITIONAL,medium,low,"The investor name and description do not provide clear indications of being a specific type of venture capital investor. However, based on the lack of government or corporate affiliation in the name, it is less likely to be a GVC, CVC, University_VC, Impact_VC, Bank_VC, or Angel_Network. As for gree",6608,GAIN Commercial Real Estate
OTHER,TRADITIONAL,medium,medium,"D2 Traffic Technologies is a private company focused on traffic management solutions in the Intelligent Transportation Systems (ITS) industry. While their focus on smart cities could potentially align with green initiatives, there's no clear indication that they are specifically a GVC, CVC, IVC, Imp",6615,Jogan
OTHER,TRADITIONAL,low,low,"No description provided to determine the investor type. As a result, it cannot be definitively classified as GVC, CVC, IVC, Impact_VC, Bank_VC, Angel_Network, University_VC, or OTHER.",6623,Jitse Groen
GVC,TRADITIONAL,medium,medium,"The name Karl-Johan Persson does not provide a clear indication of the investor type. However, given that it is associated with a person rather than an organization or institution, it is less likely to be a government entity (GVC), corporate venture capital (CVC), university venture capital (Univers",6624,Karl-Johan Persson
OTHER,TRADITIONAL,low,low,"The name 'GS Corporation' does not provide enough information to definitively classify it as a specific investor type. It could be an independent private firm (IVC), a corporation, or even a company with a venture arm (CVC). As for the green focus, without further details, it is assumed to be tradit",6638,GS Corporation
GVC,GREEN_VC,high,high,"JinkoSolar Investment is a venture capital arm of JinkoSolar, a solar power company. As it's a subsidiary of a private corporation, it falls under the CVC category. However, since it's owned by a company in the renewable energy sector, it focuses on green projects and thus classified as GVC.",6674,JinkoSolar Investment
IVC,GREEN_VC,medium,high,"The investor 'Karot Capital' is not affiliated with any government body, university, corporation, bank or angel network. However, the focus on early-stage investments in innovation suggests it might have a preference for green and ESG aligned projects, making it a Green VC.",6685,Karot Capital
OTHER,GREEN_VC,medium,high,"The investor 'Shape Capital' does not fit the criteria for any of the specified investor types. However, given its name suggests a focus on shaping investments, it could potentially be an independent venture capital firm (IVC). Since no description is available, the confidence level is medium. The g",6687,Shape Capital
GVC,GREEN_VC,high,high,"The investor's name does not suggest any association with a specific company, university, or bank. Given that it is a VC, and there are no indications of being a CVC, Impact_VC, Bank_VC, Angel_Network, or University_VC, it is likely a government-funded venture capital firm (GVC).",6711,Junxingjian VC
OTHER,TRADITIONAL,low,low,"The name Saraswati Ventures does not provide enough information to definitively classify the investor type or its focus. It could be an independent venture capital firm (IVC), a university-affiliated venture capital firm (University_VC), or even an angel network (Angel_Network). Without additional c",6717,Saraswati Ventures
OTHER,TRADITIONAL,low,low,"The investor's name does not provide clear indication of its type. Without a description, it is difficult to classify the investor as GVC, CVC, IVC, Impact_VC, Bank_VC, Angel_Network, University_VC, or OTHER with high confidence.",6732,Indus Homes Pvt. Ltd.
OTHER,TRADITIONAL,medium,medium,"Mann+Hummel is a private company specializing in filtration solutions for health and mobility, but there's no clear indication that it is a government entity, a corporation's venture arm (CVC), an independent firm (IVC), a mission-driven fund (Impact_VC), a bank's venture arm (Bank_VC), or an angel ",6740,Mann+Hummel
OTHER,TRADITIONAL,low,low,"The name and description provided do not provide enough information to definitively classify this investor as a specific type. It is likely an independent private firm (IVC) or other, but further research would be needed to confirm.",6781,SJ Jiacheng Investment Management
OTHER,TRADITIONAL,high,medium,"The investor is an angel investor, which falls under the category of Angel_Network. While there's no explicit mention of a green focus in the description, the 'terminally online person' part suggests potential interest in various areas, including sustainability, but without specific evidence, the co",6790,Lenny Rachitsky
GVC,GREEN_VC,high,high,"The Pava Marie LaPere Center for Entrepreneurship is likely a government venture capital investor as it is affiliated with a specific university, which falls under the 'University_VC' category. However, since it is part of a university, it is classified as a GVC.",6792,Pava Marie LaPere Center for Entrepreneurship
OTHER,GREEN_VC,medium,high,"The investor's name does not clearly indicate a specific type, but the focus on regional small and medium enterprises suggests it might be an independent venture capital firm (IVC). However, the emphasis on equity financing and hands-on support could also suggest a Corporate Venture Capital (CVC) if",6802,Hirogin Capital Partners
GVC,TRADITIONAL,high,low,"Santander UK is a bank that is part of the Santander Group, which is a Spanish multinational banking group. As it is not a government body, it does not fall under GVC category. However, as a bank, it is classified as Bank_VC.",6817,Santander UK
OTHER,TRADITIONAL,low,low,"The name 'Schmidt Sciences' does not provide clear indication of its type. It could be an independent private firm (IVC), a mission-driven fund (Impact_VC), or even a company venture capital (CVC). Without further context, it is difficult to classify.",6841,Schmidt Sciences
GVC,TRADITIONAL,low,low,"No specific information provided about Ingredion being a government, corporation, university, bank, or angel network. Therefore, it is classified as OTHER with low confidence.",6859,Ingredion
GVC,GREEN_VC,high,high,"LanzaTech Global is a global company, suggesting it might be a CVC or IVC. However, since it's not explicitly associated with a private corporation or university, and given its global scope, it's more likely to be a GVC, such as a government-backed global initiative.",6866,LanzaTech Global
GVC,GREEN_VC,high,high,"The name Henry de Zoete does not provide any clear indication of the investor's type. However, as a venture capital investor, there is no mention of a specific company or university affiliation, which would classify them as CVC or University_VC respectively. Given that the investor is not publicly f",6901,Henry de Zoete
PARSE_ERROR,PARSE_ERROR,low,low,"unparseable_response:  {
""investor_type"": ""GVC"",
""green_focus"": ""TRADITIONAL"",
""confidence_type"": ""high"",
""confidence_green"": ""low"",
""reasoning"": ""The Industrial and Commercial Bank of China is a state-owned bank, making i",6927,Industrial and Commercial Bank of China
OTHER,TRADITIONAL,medium,medium,"The name 'LaunchVT' does not provide clear indications of the investor type. However, it seems to be a venture capital firm as suggested by its description. Without further information about its ownership or affiliation, it cannot be definitively classified as GVC, CVC, IVC, Impact_VC, Bank_VC, Ange",6928,LaunchVT
OTHER,TRADITIONAL,low,low,"The name and description do not provide enough information to definitively classify this investor as a specific type. It could be an independent venture capital firm (IVC), angel network, or other type of investment group. Without additional context about the nature of their investments or ownership",6955,Scale Now
OTHER,GREEN_VC,high,high,"Ignis H2 Energy is a private firm focused on sustainable geothermal energy, making it an independent venture capital (IVC). However, the focus on sustainable and green energy projects classifies it as a Green Venture Capital (GVC) due to its mission-driven approach.",6966,Ignis H2 Energy
OTHER,TRADITIONAL,low,low,"No description provided to determine the investor type. Linyang Venture Capital could potentially be an IVC, University_VC, or OTHER depending on further information.",6977,Linyang Venture Capital
OTHER,TRADITIONAL,low,low,"No description provided to definitively classify Lineage Ventures as a specific investor type. However, the absence of any clear affiliation with a government body, corporation, university, bank, or angel network suggests it might be an independent venture capital firm (IVC). Without further informa",7012,Lineage Ventures
GVC,TRADITIONAL,medium,medium,"Lotte Chemical is a corporation, but it's not clear if it has a venture capital arm. As a result, it cannot be definitively classified as CVC or IVC. Since it's a corporation, Impact_VC and Angel_Network can also be ruled out. Given the lack of information about its focus on green projects, it is cl",7037,Lotte Chemical
CVC,TRADITIONAL,medium,low,"STS Ventures is a venture capital firm with the mindset of a business angel, which suggests it might be an independent private firm (IVC). However, the description does not provide clear evidence of being affiliated with a government body, university, bank, or corporation. Therefore, it's classified",7053,STS Ventures
GVC,TRADITIONAL,high,low,"The INSEAD Endowment is affiliated with a specific university, making it a University_VC. However, since there's no information available about its focus on green or climate projects, it's classified as TRADITIONAL.",7068,INSEAD Endowment
GVC,GREEN_VC,high,high,"The Penn State Research Foundation is affiliated with a specific university, making it a University_VC. However, since it's part of a public institution (Pennsylvania State University), it falls under the GVC category.",7130,Penn State Research Foundation
OTHER,TRADITIONAL,low,low,"Huaan Securities is a securities company and does not fit the description of any specific investor type provided. As for the green focus, no information was available to determine if they have a specific focus on green or ESG aligned investments.",7137,Huaan Securities
OTHER,TRADITIONAL,low,medium,"The investor's name does not clearly indicate a specific type, and no description is provided. However, the lack of a clear affiliation with a government body, corporation, university, bank, or angel network suggests it might be an independent venture capital firm (IVC) or other type.",7154,Levels Up Ventures
OTHER,TRADITIONAL,low,low,"The investor's name does not provide clear indications of its type. It is neither a government-related venture capital (GVC), corporation-related venture capital (CVC), independent venture capital (IVC), impact venture capital (Impact_VC), bank venture capital (Bank_VC), angel network, university ve",7155,Maestro Entrepreneur Center
OTHER,GREEN_VC,medium,high,"Plug Power is a company specializing in hydrogen fuel cell systems, but no clear information is available to determine if it's government-funded (GVC), a corporation's venture arm (CVC), an independent private firm (IVC), or an impact fund (Impact_VC). However, given the focus on green technology, i",7181,Plug Power
OTHER,TRADITIONAL,low,medium,"The description provided does not indicate a clear affiliation with any specific type of investor or green focus. I-Square Ventures seems to offer services related to international expansion strategy and competitive intelligence, which could be associated with various types of investors such as IVC,",7198,I-Square Ventures
GVC,TRADITIONAL,medium,medium,"Saint-Gobain is a French multinational construction materials company, which suggests it might not be a government venture capital. However, the lack of specific description makes it difficult to confirm whether it's a GVC, IVC, or other type with certainty.",7200,Saint-Gobain
OTHER,TRADITIONAL,low,low,"The name and description do not provide clear indications of the investor type or green focus. It could be an independent venture capital firm (IVC), but without further information, it's hard to confirm.",7214,MTG Ventures
PARSE_ERROR,PARSE_ERROR,low,low,"unparseable_response:  {
""investor_type"": ""GVC"",
""green_focus"": ""TRADITIONAL"",
""confidence_type"": ""high"",
""confidence_green"": ""low"",
""reasoning"": ""The Mieres Pension Fund is a government-affiliated entity, making it a GVC.",7259,Mieres Pension Fund
OTHER,TRADITIONAL,medium,low,"The name and description do not provide clear indications of the investor type or its focus. It could be an independent venture capital firm (IVC), an angel network, or a brand-focused investment group. Without additional context, it's challenging to definitively classify the investor.",7402,Pure Imagination Brands
OTHER,TRADITIONAL,low,low,"The description does not specify a clear ownership type or green focus for Miyagin Venture Capital. It supports companies regardless of industry, growth stage, and exit strategy, which could suggest an IVC or Angel Network, but the lack of specificity makes it difficult to classify definitively.",7419,Miyagin Venture Capital
OTHER,TRADITIONAL,low,low,"The name and description do not provide clear indications of the investor type or its focus. It's a venture firm inviting entrepreneurs, which could be an IVC, Angel Network, or even CVC if associated with a specific company. However, without additional context, it's difficult to definitively classi",7437,Izaki Ventures
University_VC,TRADITIONAL,high,medium,"Purdue University is a public research university, making it a GVC. However, since the focus of the university is not explicitly on green or climate projects, it is classified as TRADITIONAL.",7445,Purdue University
PARSE_ERROR,PARSE_ERROR,low,low,"unparseable_response:  {
""investor_type"": ""GVC"",
""green_focus"": ""TRADITIONAL"",
""confidence_type"": ""high"",
""confidence_green"": ""low"",
""reasoning"": ""The investor 'Minerals and Mining' is a government entity, making it a GVC.",7476,Minerals and Mining)
OTHER,TRADITIONAL,low,low,"The name 'Rosefinch Investment' does not provide clear indications of the investor type. It could be an independent venture capital firm (IVC), a corporate venture capital (CVC) if affiliated with a non-government company, or even an angel network or other type of investment group. Without more cont",7480,Rosefinch Investment
OTHER,TRADITIONAL,high,medium,"The Puget Sound Venture Club is an angel investing group, making it an Angel_Network. While not explicitly stated, there's no indication that this group focuses on green or ESG projects, hence the 'TRADITIONAL' classification for green focus.",7498,Puget Sound Venture Club
IVC,GREEN_VC,high,high,"Primetime Partners is an independent venture capital firm, not owned by government, a corporation, university, or bank. Its mission to improve the quality of living for older adults through longevity innovation suggests a focus on green and ESG-aligned ventures.",7529,Primetime Partners
GVC,GREEN_VC,high,high,"Innovate@BU is a venture capital investor affiliated with Boston University, making it a University_VC. However, since it's a part of the university, it falls under the category of GVC.",7534,Innovate@BU
IVC,GREEN_VC,medium,high,"Pritzker Group Venture Capital is an independent private firm not owned by government, a corporation, university, or bank. However, the 'Group' in its name suggests it may have some affiliations or connections that could potentially classify it as CVC or Impact_VC if those connections are with non-g",7570,Pritzker Group Venture Capital
OTHER,TRADITIONAL,low,low,"The investor 'LUXEM family office' does not fit any of the defined categories exactly. It could potentially be an independent private firm (IVC) or a family office, but without more specific information it is difficult to classify with certainty.",7632,LUXEM family office
OTHER,TRADITIONAL,low,low,"The name 'Haran Family Office' does not provide enough information to definitively classify it as a specific investor type. It could be an independent private firm (IVC), an angel network, or other types of investment entities. Without more context, the green focus cannot be determined.",7633,Haran Family Office
GVC,TRADITIONAL,medium,medium,"Mercedes Benz is a company, not a government body or publicly-funded program, so it does not fit the definition of GVC. However, given that Mercedes Benz is a major automotive manufacturer and the context suggests venture capital in this case, it could potentially be classified as CVC if they have a",7654,Mercedes Benz
GVC,TRADITIONAL,medium,medium,"SAP Labs India is not a government ministry, department, agency, council, commission, public bank, state/national fund, or publicly-funded program. However, it is an arm of SAP, a multinational software corporation, and could potentially be associated with a venture capital arm of the company (CVC).",7677,SAP Labs India
OTHER,TRADITIONAL,low,low,"No description provided to determine the investor type accurately. Ryder Ventures could be an independent venture capital firm (IVC), but without further information, it cannot be definitively classified.",7692,Ryder Ventures
OTHER,GREEN_VC,medium,high,"Prophetic Ventures is a mission-driven venture capital firm with a focus on impact investing, making it an Impact_VC. However, the name does not clearly indicate any government or corporate affiliation, so it falls under OTHER.",7697,Prophetic Ventures
GVC,TRADITIONAL,medium,medium,"The investor 'HS Hyosung Advanced Materials' does not have a clear affiliation with a specific government, corporation, university, bank, or angel network. However, due to the lack of available information, it cannot be definitively classified as IVC, Impact_VC, Bank_VC, Angel_Network, University_VC",7725,HS Hyosung Advanced Materials
GVC,GREEN_VC,high,high,"The HKUST Entrepreneurship Fund is affiliated with a specific university (Hong Kong University of Science and Technology), making it a University_VC. However, since it's part of a specific institution rather than a generic national science agency, it falls under the category of University_VC.",7738,HKUST Entrepreneurship Fund
OTHER,TRADITIONAL,low,low,"No description available to determine the investor type. HBG Ventures could potentially be an independent venture capital firm (IVC), but without further information it cannot be definitively classified.",7755,HBG Ventures
OTHER,TRADITIONAL,low,low,"The investor 'HCC Insurance Holdings' is not a government entity, corporation, university, bank, or angel network, so it falls under the category of OTHER. As for its green focus, no information was provided to determine if it has a specific focus on green or ESG-aligned ventures.",7765,HCC Insurance Holdings
OTHER,TRADITIONAL,low,low,"L'Occitane International is a retail company, not a government body, corporation, university, bank, or angel network. However, without specific information about their investment activities, it cannot be definitively classified as an IVC, Impact_VC, Bank_VC, Angel_Network, or University_VC. Regardin",7781,L'Occitane International
GVC,GREEN_VC,high,high,"Centrale Innovation is a venture capital investor affiliated with the Centrale Supélec, a French public engineering school. Therefore it falls under the category of University_VC.",7811,Centrale Innovation
GVC,TRADITIONAL,medium,medium,"Centrica is a British multinational energy and services corporation, which suggests it might be a CVC or IVC. However, due to the lack of specific information about its venture arm, we cannot definitively classify it as such. As Centrica is a private corporation, it's not a GVC either. Since it's a ",7821,Centrica
OTHER,GREEN_VC,medium,high,"Tripple's description suggests a mission-driven focus on creating real world change, which aligns with Impact_VC. However, the name does not provide a clear affiliation with a government body, corporation, university, bank, or angel network, so it is classified as OTHER.",7846,Tripple
GVC,GREEN_VC,high,high,"Tsinghua Tiancheng Capital is a venture capital firm affiliated with Tsinghua University, a prestigious Chinese university. As such, it falls under the category of University_VC.",7864,Tsinghua Tiancheng Capital
GVC,TRADITIONAL,medium,medium,"The investor name 'Taicang Guofa Wenxin Private Equity Fund Management' does not provide clear indication of its ownership or affiliation. However, given that it is a private equity fund management, it is likely an IVC. Since there is no information available about the fund's focus on green or clima",7912,Taicang Guofa Wenxin Private Equity Fund Management
OTHER,TRADITIONAL,high,medium,"Charleston Angel Partners is an angel syndicate/group of individual investors, making it an Angel_Network. While they may invest in green or sustainable projects, their focus is not explicitly stated to be green, so the green focus is classified as TRADITIONAL.",7933,Charleston Angel Partners
